1;109;ОВТ;4-22-11;;1
2;110;Метеорологи;57-71-22;;2
3;111;Гидробиология;;;3
4;112;Гидрология;35-50-42;;4
5;113;ПЭО;;;5
6;114;;35-50-40;;6
7;115;ОК;100;;7
8;116;Агрометеорология;100;;8
9;117;Сеть;;;9
10;118;Сеть;101;;10
11;119;ЛМЗВП;;;11
12;120;ЛМЗА;;;12
13;121;ОЗ;102;;13
14;122;Бухгалтерия;;;14
15;123;ОМТТО;;;15
;;;103;;16
;;;;;17
;;;;;18
;;;104;;19
;;;;;20
;;;;;21
;;;105;;22
;;;106;;23
;;;107;;24
;;;108;;25
